hospital,emergency_cases,avg_stay,avg_cost
Gray-Sims,1,18.0,15112.00
James-Mills,1,28.0,29601.00
"LLC Riddle",1,14.0,16889.00
"Williamson Hancock Palmer, and",1,27.0,20460.00
"Alexander PLC",1,29.0,32179.00
Lynn-Obrien,1,20.0,28729.00
"Inc Giles",1,10.0,48762.00
Rodriguez-Clay,1,6.0,2203.00
"Shaw, and Gordon Villa",1,3.0,35954.00
"Davis and Jackson, Spence",1,16.0,27633.00
"Wheeler, Hernandez and Miller",1,19.0,14580.00
"Robertson PLC",1,25.0,13124.00
"Johnson Foster, and Houston",1,27.0,27783.00
Scott-Black,1,16.0,28092.00
Gill-Snyder,1,27.0,35041.00
"Inc Hawkins",1,6.0,40219.00
Hayes-Jimenez,1,30.0,5231.00
Hammond-Ford,1,1.0,42338.00
"and Rice Sons",1,24.0,38361.00
"Cunningham Rodriguez, Jensen and",1,7.0,37562.00
Kelly-Rogers,1,17.0,17416.00
"Rodriguez Kerr Cobb, and",1,4.0,11062.00
"Strickland and Smith Marquez,",1,8.0,17270.00
Aguilar-Conley,1,3.0,38509.00
Kerr-Allen,1,30.0,11365.00
"and Bird Williams Williams,",1,16.0,15530.00
"Byrd PLC",1,17.0,16425.00
Spencer-Miller,1,18.0,25606.00
"Haley Bates Curtis, and",1,23.0,44409.00
"Ltd Miller",1,14.0,28696.00
"Pratt Gutierrez Murphy, and",1,9.0,26143.00
Walker-Delacruz,1,8.0,7015.00
Moon-Gallagher,1,3.0,3375.00
"Huff, Dyer and Johnston",1,5.0,43464.00
Gonzalez-Hill,1,30.0,3177.00
Williams-Richards,1,16.0,32243.00
Lane-Lee,1,13.0,3068.00
"Schmitt PLC",1,1.0,16368.00
"and Hayes Rodriguez, Green",1,30.0,17057.00
"Delgado and Roberts, Carter",1,19.0,40259.00
Gutierrez-Gutierrez,1,4.0,41691.00
"and Grimes Reyes, Lee",1,28.0,24396.00
"Camacho Ltd",1,12.0,9806.00
"May Tanner, and Williams",1,20.0,17849.00
Kirk-Sparks,1,1.0,26980.00
Floyd-Castillo,1,1.0,46945.00
Stokes-Ballard,1,20.0,39945.00
"Solomon and Ward, Mitchell",1,6.0,22284.00
"Smith Ross, Young and",1,22.0,5186.00
Townsend-Rodriguez,1,5.0,6353.00
"and Peters May, Mitchell",1,15.0,39086.00
"Meyer Inc",1,8.0,42330.00
"Graves Group",1,27.0,5667.00
"Davenport and Sons",1,8.0,22929.00
Lewis-Watson,1,12.0,36798.00
"Thompson and Mendez, Duncan",1,10.0,46901.00
Ortiz-Olson,1,1.0,20103.00
Lynn-Green,1,29.0,31917.00
Vasquez-Brown,1,17.0,21690.00
Peterson-Hunt,1,24.0,40654.00
Johnson-Watson,1,4.0,21748.00
"Jones Hoover and Harris,",1,23.0,32540.00
"Holder and Gray, Garcia",1,15.0,27749.00
"Martinez, Mahoney and Moreno",1,11.0,18331.00
"and Bennett, Campbell Stewart",1,11.0,27397.00
"and Kennedy Schmidt, Campbell",1,19.0,34258.00
Adams-Clark,1,4.0,27605.00
"and Griffin, Gilbert Murphy",1,7.0,10539.00
"Smith Morales, Shaw and",1,28.0,38406.00
"Harrison Smith and Chang,",1,14.0,22850.00
Jones-Galloway,1,23.0,23641.00
Harrington-Wright,1,16.0,43838.00
"and Stephens Elliott, Fox",1,11.0,9364.00
"LLC Mooney",1,5.0,29350.00
"Sons Jensen and",1,23.0,37351.00
"PLC Raymond",1,19.0,13983.00
"Johnston, and Lopez Anderson",1,8.0,36968.00
Shaffer-Johnson,1,20.0,25886.00
"Garcia LLC",1,1.0,33499.00
"Johnson and West Peterson,",1,20.0,28974.00
"Group Mckenzie",1,19.0,34861.00
"and Silva, King Hampton",1,4.0,24156.00
"and Hughes Johnson Ward,",1,15.0,14528.00
"Berger LLC",1,15.0,8851.00
Barnes-Dillon,1,3.0,35708.00
"and Buckley Davis, Robinson",1,22.0,24471.00
Ramirez-Mckenzie,1,16.0,23406.00
Holland-Marsh,1,3.0,6197.00
Huang-Reed,1,10.0,28653.00
"Inc Joseph",1,7.0,21504.00
Ramirez-York,1,17.0,17473.00
Stevens-Walls,1,6.0,39639.00
"and Rogers, Ryan Benton",1,25.0,15463.00
"Williams, and Jones Acosta",1,21.0,29460.00
Zimmerman-Taylor,1,13.0,42000.00
"Campbell, Glover Fisher and",1,29.0,24795.00
"Fuentes Brown Guzman, and",1,8.0,42838.00
"Bass Weeks, Howard and",1,9.0,36551.00
"Ortega Group",1,5.0,35790.00
"PLC Norton",1,24.0,4261.00
"Archer and Lara, Ayala",1,30.0,34212.00
"Brewer Sons and",1,15.0,20967.00
Mcknight-Spence,1,2.0,36921.00
Hill-Salinas,1,30.0,24.00
"Moore and Vega Mcmillan,",1,2.0,37963.00
"Martin and Cunningham White,",1,11.0,19606.00
"Higgins Cruz Cook, and",1,27.0,39586.00
"PLC West",1,21.0,22202.00
"and Tucker Knox, Gill",1,2.0,10071.00
"and Flores Allison Williamson,",1,21.0,28590.00
"Cortez LLC",1,13.0,44428.00
"Group Atkinson",1,25.0,48079.00
"PLC Murray",1,28.0,7739.00
"Williams Clark Andrade, and",1,24.0,23760.00
Cox-Hanson,1,27.0,8442.00
Randall-Johnson,1,7.0,13837.00
Gates-Kramer,1,23.0,42471.00
King-Webb,1,13.0,41944.00
"Schneider Ltd",1,12.0,45896.00
"Sons Allen and",1,3.0,15738.00
Stevenson-James,1,12.0,18930.00
"Smith Murphy Ramos, and",1,28.0,33794.00
"Manning and Johnston, Roberson",1,16.0,35885.00
Dawson-Terry,1,11.0,46015.00
Perez-Perry,1,26.0,47338.00
Smith-Mason,1,27.0,9612.00
Huynh-Parker,1,8.0,24551.00
Carpenter-Stanton,1,12.0,24506.00
"Russo Diaz, and Gonzalez",1,3.0,17239.00
Hughes-Estes,1,18.0,25292.00
Bauer-Torres,1,20.0,49802.00
"and Green Cooper Davis,",1,25.0,39537.00
Ross-Bailey,1,19.0,16108.00
Adams-Chase,1,6.0,12786.00
Johnson-Mathis,1,20.0,29744.00
Bishop-Lee,1,22.0,23807.00
Lewis-Duarte,1,22.0,20340.00
"Sullivan, Rodriguez and Richardson",1,6.0,15484.00
"Mendoza and Moreno Page,",1,3.0,1412.00
"Murphy, West and Dillon",1,13.0,27799.00
Ashley-Hernandez,1,25.0,17451.00
Thomas-Watson,1,25.0,7091.00
"Knox Foster, Jones and",1,29.0,27512.00
Griffin-Davis,1,14.0,43782.00
"Roberts Henderson, and Gregory",1,11.0,41858.00
"Ltd Warner",1,8.0,14664.00
Montgomery-Kirby,1,13.0,39503.00
"Collins Sons and",1,28.0,4498.00
"Phillips and Dyer, Jones",1,11.0,36959.00
Johnson-Cooper,1,27.0,20794.00
"and Reed Stewart Sexton,",1,5.0,48268.00
Myers-Ross,1,10.0,32513.00
Reid-Allen,1,2.0,14379.00
"Turner, Carpenter and Graham",1,3.0,23326.00
"and Collins Stout Carr,",1,13.0,44437.00
"and White, Wood Wagner",1,30.0,36637.00
Wheeler-Phillips,1,19.0,48365.00
Flynn-Perez,1,1.0,23875.00
Fox-Choi,1,14.0,29176.00
"Taylor, and King Lopez",1,8.0,50725.00
"Roberts, Clay Diaz and",1,6.0,7025.00
Peterson-Wolf,1,9.0,14780.00
"Kennedy and Burke, Lynch",1,15.0,24199.00
"and Freeman Tucker, Franklin",1,20.0,27117.00
"Morales, and Mckenzie Griffith",1,4.0,46243.00
"Spencer and Frederick Le,",1,14.0,3248.00
Jordan-Baker,1,18.0,28133.00
"Miller Moore Tran, and",1,25.0,2191.00
"Lindsey, Martinez and Evans",1,12.0,7293.00
Campbell-Richardson,1,17.0,46695.00
Fritz-Hensley,1,11.0,39902.00
Thomas-Escobar,1,23.0,41780.00
Wood-Williams,1,20.0,44283.00
"and Schmidt, Williams Davis",1,4.0,20901.00
Hudson-Crane,1,25.0,13671.00
"Sons Roberts and",1,8.0,31378.00
Andrews-Dunn,1,12.0,36932.00
"Willis Parks, and Wright",1,5.0,21927.00
"and Marks Arnold Alvarez,",1,16.0,14804.00
"and Fritz Vazquez, Parrish",1,22.0,422.00
Johnson-Ferguson,1,4.0,16052.00
"and Beck Peterson, Perez",1,22.0,44511.00
"and Collins, Avery Watson",1,26.0,12571.00
Salazar-Vang,1,26.0,28425.00
"Smith Pierce and Moon,",1,24.0,3624.00
"Horton Hester, Kelly and",1,29.0,19386.00
Fernandez-Adkins,1,22.0,33867.00
Davis-Knight,1,26.0,20751.00
Burton-Reyes,1,23.0,30341.00
"and Anderson Flowers, Tucker",1,22.0,6596.00
"Huber, and Smith Rivera",1,3.0,6455.00
"Glass Whitney Baker, and",1,30.0,40287.00
Perez-Chandler,1,30.0,43137.00
"Ltd Briggs",1,13.0,15818.00
Myers-Clark,1,15.0,1825.00
Rodriguez-Freeman,1,22.0,33172.00
"Frazier LLC",1,14.0,22180.00
"Page Estrada, Waters and",1,23.0,40776.00
"Melendez, Chandler and Campbell",1,5.0,16643.00
"and Alexander Knight Smith,",1,15.0,40495.00
"Olsen Ltd",1,5.0,38033.00
"Roberts Moreno Gonzalez, and",1,24.0,48394.00
"Carpenter LLC",1,21.0,33565.00
Nguyen-Lee,1,5.0,24026.00
"Thomas Allen Bradley, and",1,20.0,46788.00
"Reyes LLC",1,27.0,7314.00
"Kline, and French Morgan",1,3.0,2964.00
"Thompson, and Holland Alexander",1,29.0,27955.00
Rogers-Pratt,1,16.0,16008.00
"and Cunningham Norris, Adams",1,9.0,30348.00
Doyle-Stevens,1,1.0,10471.00
"and Lopez Deleon Nichols,",1,21.0,33331.00
Reed-Gordon,1,4.0,26946.00
Andersen-Waters,1,12.0,26239.00
Sanchez-Thomas,1,16.0,3212.00
Miller-Sanchez,1,17.0,10684.00
"and Moore, Murphy Murphy",1,12.0,6242.00
"Wright, Ward and Williams",1,15.0,9764.00
Moran-Gonzalez,1,7.0,28392.00
"and Chavez, Knight Fisher",1,23.0,20443.00
"Sosa and Sons",1,24.0,37868.00
"Miller Sullivan, Cooper and",1,11.0,10125.00
Ward-Oliver,1,29.0,8577.00
Wood-Lopez,1,9.0,21860.00
Ramirez-Marks,1,28.0,8439.00
Rodriguez-Fuller,1,14.0,11961.00
"Hoffman Ltd",1,23.0,18116.00
"Frye Owens and Kennedy,",1,26.0,6409.00
"Martin and Fletcher, Hoffman",1,28.0,7396.00
"Parker, Navarro Mcdonald and",1,5.0,35741.00
"Dalton Ltd",1,17.0,13227.00
Oconnell-Curry,1,1.0,11018.00
"Cook and Mccarthy, Oliver",1,13.0,3090.00
Valencia-Smith,1,12.0,33934.00
"Wallace, Cobb and Bullock",1,9.0,24280.00
"and Turner, Beasley White",1,10.0,25334.00
"Lewis and Garcia Barber,",1,28.0,19890.00
"Ltd Bates",1,5.0,33545.00
"Tanner and Wilson Espinoza,",1,19.0,51026.00
"Sons and Barker",1,11.0,33503.00
Reid-Collins,1,6.0,25521.00
Williams-Green,1,14.0,20082.00
Khan-Mcdaniel,1,6.0,18535.00
"Parker, Rodriguez and Miller",1,10.0,9255.00
Peterson-Marsh,1,18.0,45401.00
"and Meyers, Gonzalez Green",1,13.0,48117.00
"Rodriguez Armstrong, Velez and",1,20.0,23154.00
Cardenas-Beck,1,6.0,19888.00
Rose-Salinas,1,26.0,46105.00
"LLC Hughes",1,7.0,43979.00
"Perry and Adams, Odom",1,24.0,21635.00
Simon-Hunt,1,13.0,2016.00
"LLC Stewart",1,29.0,4114.00
Martin-Ruiz,1,14.0,3165.00
Knapp-Gordon,1,17.0,44051.00
Powers-Hatfield,1,2.0,19265.00
"LLC Kaufman",1,1.0,47110.00
Parker-Castro,1,8.0,50870.00
"Lee and Smith, Lucas",1,4.0,25652.00
Lowe-Rose,1,10.0,29278.00
Pierce-Love,1,2.0,37617.00
Mueller-Gentry,1,22.0,38157.00
"and Sons Golden",1,22.0,24642.00
"Reed Inc",1,6.0,29424.00
Mcmahon-Powers,1,21.0,14810.00
"Ltd Montgomery",1,28.0,10876.00
"Turner, Collins Bean and",1,24.0,11225.00
"Carr and Smith Mccarty,",1,29.0,5342.00
Reynolds-Brown,1,5.0,15205.00
"Robinson and Martin Mathews,",1,24.0,12114.00
Fitzgerald-Robinson,1,17.0,45181.00
"Allen, Johns and Holland",1,28.0,19210.00
"Bradshaw Lopez Owen, and",1,18.0,10402.00
Robbins-Howell,1,26.0,10984.00
"and Mcfarland Baker Wright,",1,12.0,31735.00
"Fleming Rodriguez and Young,",1,27.0,12770.00
"and Dyer Gonzalez Harris,",1,28.0,19971.00
"Ltd Greene",1,30.0,2161.00
"James Ayala, and Smith",1,4.0,47672.00
"and Russo Noble Gonzalez,",1,17.0,25798.00
"Olson, Ward and Villegas",1,17.0,34905.00
Mcgee-Garza,1,1.0,20020.00
"and Dalton Ramirez, Moore",1,2.0,2852.00
"and Lawrence Brown Petty,",1,28.0,13518.00
White-Wagner,1,25.0,29270.00
"Montes Ltd",1,20.0,30326.00
"Kaufman, Carter Salinas and",1,1.0,32932.00
"Pena Jenkins, Cole and",1,1.0,30520.00
Smith-Case,1,4.0,45158.00
"Scott and Rivera, Brock",1,21.0,6156.00
Adams-Ortega,1,23.0,10558.00
Harrison-Alexander,1,28.0,31088.00
"Moon LLC",1,4.0,36842.00
Gonzalez-Beasley,1,3.0,7869.00
"Walton Phillips, Thornton and",1,24.0,19023.00
"and Carr, Mendoza Bradley",1,25.0,10639.00
"and Wood, Ryan Lopez",1,23.0,44180.00
"Mills Sandoval, and Potts",1,6.0,18553.00
"Poole, Poole Mendoza and",1,27.0,492.00
Sanchez-Moore,1,2.0,6462.00
"LLC Peters",1,18.0,32844.00
"Marquez LLC",1,6.0,22163.00
"and Adams, Harris Kennedy",1,10.0,27498.00
"Benitez Salazar and Martinez,",1,14.0,9222.00
Parker-Williams,1,21.0,7112.00
Lopez-Martinez,1,29.0,41200.00
Black-Sloan,1,20.0,3905.00
"Hale Nelson, and Stevens",1,8.0,23194.00
Wilkerson-Cortez,1,10.0,11521.00
"Schneider and Hood, Ball",1,9.0,5954.00
"and Wright, Pham Nguyen",1,3.0,856.00
Young-Byrd,1,3.0,38627.00
"Giles LLC",1,4.0,29717.00
Holland-Morse,1,26.0,48571.00
Russell-Hodges,1,4.0,40537.00
Allen-Lynch,1,14.0,23512.00
"Curry Macdonald, and Peterson",1,30.0,2035.00
"and Villarreal Estrada Hamilton,",1,26.0,4690.00
Wood-Morris,1,24.0,44791.00
"and Wilson Garcia Rojas,",1,15.0,44069.00
"Gomez and Holden, Jefferson",1,17.0,18096.00
"Cochran LLC",1,8.0,32505.00
Peterson-Kennedy,1,29.0,31939.00
"Cohen Mueller and Parks,",1,25.0,21547.00
Hinton-Foster,1,6.0,44251.00
Gonzalez-Chaney,1,23.0,28872.00
Bailey-Turner,1,14.0,24670.00
"Brandt and Cooper Mays,",1,13.0,4960.00
"Group Mata",1,25.0,28402.00
"Dodson and Goodwin Green,",1,4.0,30363.00
"Lane Klein, Garcia and",1,23.0,12087.00
"LLC Gilbert",1,25.0,46061.00
Murphy-Gaines,1,13.0,16618.00
Price-Marshall,1,3.0,39708.00
"Greene LLC",1,19.0,33723.00
"Weaver, Hill Webb and",1,27.0,42071.00
"PLC Love",1,27.0,33971.00
"and Williams Garcia, Mathis",1,15.0,4920.00
Murphy-Thomas,1,11.0,29673.00
"Russell, and Garcia Potter",1,17.0,27967.00
"and Carroll Hartman, Huang",1,30.0,12647.00
"Berg and Meyer, Bell",1,28.0,47543.00
Kline-Vasquez,1,27.0,18777.00
"and Freeman Liu Gutierrez,",1,1.0,7578.00
Robinson-Schneider,1,2.0,32272.00
"and Rivera Hunt, Hill",1,10.0,39465.00
"and Sons Walters",1,7.0,33601.00
"Dixon Ltd",1,24.0,9483.00
"Inc Novak",1,17.0,10389.00
Donaldson-Smith,1,7.0,15595.00
Edwards-Freeman,1,28.0,13349.00
"and Herrera, Kramer Holmes",1,27.0,22719.00
Stephens-Roach,1,20.0,40063.00
Howe-Farley,1,30.0,4074.00
"and Reese, Hansen Hart",1,26.0,44690.00
"Potter, and West Randall",1,29.0,14700.00
Garcia-Casey,1,18.0,35909.00
"Jenkins, Wood Duncan and",1,10.0,36967.00
Wilson-Murphy,1,24.0,37552.00
"Davis and Murphy, Chan",1,22.0,21285.00
"and Wilson Bradley Johnson,",1,19.0,20127.00
"Group Sutton",1,11.0,17475.00
Bates-Davis,1,25.0,13033.00
"Ferguson and Mcintosh, Roy",1,21.0,33951.00
"Glass Jackson and Santos,",1,24.0,37432.00
"and Price, Patel Khan",1,14.0,3785.00
"James Ltd",1,10.0,19687.00
"Bell Pham, Cruz and",1,18.0,28651.00
"Lowe, Johnson Jones and",1,10.0,32787.00
"and Williams Hart, Lucas",1,27.0,46421.00
"Mora Thomas, Santos and",1,11.0,9893.00
"Inc Mclaughlin",1,30.0,31143.00
"LLC Campbell",1,7.0,20062.00
Hoover-Jones,1,21.0,22799.00
"and Murphy, Reed Stevens",1,29.0,38008.00
"Sons and Green",1,7.0,47356.00
"Romero and Vasquez Davidson,",1,14.0,30308.00
"and Mclaughlin Johnson Baker,",1,21.0,12292.00
"Sons and Padilla",1,29.0,11754.00
"and Stone, Flores Schmitt",1,11.0,42863.00
"Rice Johnson Lang, and",1,21.0,6451.00
"Villa Hamilton and Reid,",1,6.0,19845.00
"and Jackson Burgess Dennis,",1,13.0,13257.00
Stevens-Romero,1,21.0,31219.00
Lee-Ali,1,24.0,42340.00
"Perez, Ryan Gill and",1,14.0,4711.00
"Adams PLC",1,11.0,49013.00
Burke-Wilson,1,29.0,9203.00
Williams-Hardin,1,25.0,23683.00
"Miller Weeks, Webster and",1,22.0,25305.00
"Sons Durham and",1,23.0,22467.00
Jones-Fields,1,13.0,44612.00
"LLC Lawrence",1,1.0,31689.00
Smith-Stone,1,4.0,4327.00
"and Chase Mcknight, Campbell",1,30.0,22652.00
Joyce-Barnett,1,27.0,31145.00
Avery-Reid,1,9.0,13428.00
"and Cruz, Turner Johnson",1,21.0,33725.00
Blake-Bishop,1,9.0,37513.00
"and Sanders Mays Mcfarland,",1,16.0,36085.00
"Wilson, and Gross Sherman",1,29.0,24524.00
"Group Robinson",1,25.0,27360.00
"Winters Inc",1,29.0,11832.00
"Duran PLC",1,15.0,25959.00
Mccoy-Montgomery,1,28.0,13740.00
Williams-Young,1,23.0,36029.00
"Sons Weiss and",1,28.0,24574.00
Mayo-Gregory,1,7.0,13924.00
Mann-Wheeler,1,14.0,27355.00
"Chapman, Palmer George and",1,22.0,3509.00
"LLC Stevens",1,18.0,16352.00
"Morris and Kirk Williams,",1,9.0,12338.00
Schmidt-Bentley,1,1.0,10032.00
"Padilla and Sons",1,7.0,21554.00
"and Thompson, Miller Conley",1,27.0,8444.00
"and Steele, Herrera Mendoza",1,5.0,45539.00
"Group Hughes",1,17.0,28878.00
Graham-Hurst,1,1.0,21925.00
"Payne Inc",1,11.0,23161.00
"and Willis Mullins, Bowers",1,26.0,1937.00
"Marshall LLC",1,25.0,11958.00
Riley-Scott,1,19.0,24751.00
"Sullivan, and Howard Scott",1,30.0,35951.00
"Booker Munoz and Allen,",1,28.0,32083.00
"Cardenas and Moore, Ellis",1,23.0,25090.00
Bond-Martinez,1,2.0,22738.00
"Garcia Becker, Morrison and",1,22.0,38533.00
Jones-Norris,1,15.0,12015.00
"PLC Mathis",1,16.0,23253.00
Velazquez-Stewart,1,6.0,22035.00
"Rivera, Larsen Rojas and",1,25.0,19749.00
"Fletcher and Baldwin, Houston",1,18.0,26795.00
"and Sons Jensen",1,8.0,15724.00
Golden-Fox,1,3.0,10640.00
"LLC Thomas",1,25.0,2682.00
Cannon-Dorsey,1,20.0,37291.00
"and Rush Beasley, Ray",1,12.0,10810.00
Howard-Rodriguez,1,7.0,14634.00
Padilla-Weiss,1,27.0,38117.00
"Adams Baxter, and Peterson",1,16.0,32989.00
Nguyen-Young,1,20.0,16279.00
"Clayton Khan Berry, and",1,26.0,42748.00
"Clark, Bush and Allen",1,26.0,29565.00
"Madden Inc",1,9.0,39187.00
"PLC Summers",1,2.0,23814.00
"Sons and Wade",1,27.0,46834.00
"Chen PLC",1,21.0,27928.00
Douglas-Roberts,1,24.0,28346.00
"Carter, and Nguyen Snow",1,2.0,39.00
"and Jones Allen, Gallagher",1,25.0,21113.00
Bell-Paul,1,21.0,41035.00
"Saunders Group",1,5.0,4211.00
Barr-Le,1,6.0,40607.00
Suarez-Proctor,1,14.0,14736.00
"Duncan LLC",1,22.0,42565.00
"Wallace Sawyer and Rivas,",1,1.0,47765.00
"LLC Glenn",1,7.0,26007.00
"and Shepherd Spencer Ellis,",1,13.0,22174.00
Wright-Lutz,1,20.0,18340.00
"Valenzuela, Lewis Chen and",1,29.0,4406.00
Barnett-Long,1,23.0,5819.00
Roman-Hooper,1,12.0,26690.00
Ward-Williamson,1,19.0,46128.00
Harper-Liu,1,13.0,33396.00
George-Gonzalez,1,9.0,52102.00
"Bennett Inc",1,24.0,3117.00
Robertson-Burch,1,7.0,8638.00
Stewart-Cox,1,29.0,17833.00
"and Lopez Bennett, Ross",1,27.0,2748.00
Harris-Smith,1,17.0,8035.00
Spears-Doyle,1,2.0,21078.00
"Crawford Ltd",1,28.0,5527.00
Wood-Gonzalez,1,2.0,14920.00
"Keith Sutton, Hernandez and",1,2.0,13751.00
"Ltd Gomez",1,24.0,4365.00
Austin-Watson,1,29.0,11298.00
"Scott, and Fritz Jones",1,15.0,29920.00
Fry-Hunt,1,20.0,48417.00
"and Johnson Leonard, Smith",1,23.0,21989.00
Lang-Smith,1,23.0,31378.00
"Jensen Bishop Wallace, and",1,9.0,27801.00
Young-Hammond,1,24.0,49307.00
"Burns Ltd",1,27.0,15105.00
"Howard Duke, and Murray",1,5.0,10934.00
Price-Pham,1,21.0,4499.00
"Carter LLC",1,9.0,38828.00
"Olson, and Walker Gaines",1,23.0,27645.00
"and Sons Eaton",1,3.0,38930.00
Baker-Joyce,1,17.0,45481.00
"Myers Bishop Christensen, and",1,7.0,33712.00
Cook-Mills,1,13.0,29642.00
Alexander-Howard,1,25.0,11096.00
"Miller and Beltran Edwards,",1,14.0,37578.00
"Ward Johnson and Cummings,",1,19.0,6736.00
Bowman-Collins,1,15.0,9910.00
"Keller, Hughes Gross and",1,4.0,29889.00
Ochoa-Rhodes,1,21.0,31352.00
"Rivas, Martin and Moore",1,5.0,32410.00
"Brown and Mclaughlin Brooks,",1,11.0,24661.00
Horton-Hall,1,21.0,9657.00
"Love, Dougherty Butler and",1,23.0,27647.00
"Sharp, Martinez Smith and",1,16.0,44000.00
Robbins-Shannon,1,11.0,16209.00
"Butler Barnes and Fox,",1,9.0,17955.00
"Mcdaniel and Smith Thomas,",1,13.0,42210.00
"and Cervantes Woodward, Harris",1,22.0,19909.00
Mckinney-Cooper,1,14.0,20633.00
"Howe Collins Phillips, and",1,14.0,49548.00
"Frost, Jones and Morton",1,3.0,48003.00
West-Atkinson,1,18.0,36214.00
"Blair Group",1,5.0,28463.00
"Brewer Ltd",1,11.0,14439.00
Gross-Richards,1,15.0,44642.00
Mann-Gomez,1,11.0,20065.00
"Sons and Castro",1,14.0,49553.00
"Wright Ltd",1,21.0,34671.00
"Carter Stein, Sanders and",1,28.0,6844.00
"Harrison Martinez, and White",1,18.0,34460.00
"Williams, Miller Burton and",1,17.0,8566.00
"and King Johnson, Lawrence",1,25.0,46897.00
"Group Stout",1,6.0,17416.00
Williams-Arnold,1,17.0,36066.00
"and Johnson James, Walters",1,8.0,38864.00
Simon-Carroll,1,29.0,29293.00
"Walker Allen and Grant,",1,27.0,45632.00
"Mcbride Group",1,27.0,6740.00
"Daniels Ltd",1,5.0,1511.00
Thompson-Burns,1,7.0,45152.00
Jones-Welch,1,24.0,6798.00
Page-Holder,1,11.0,13208.00
"Lane Jackson, Soto and",1,26.0,18613.00
"Stein Ltd",1,8.0,2428.00
Ramsey-Haynes,1,5.0,16614.00
Russell-Chavez,1,24.0,14012.00
Mueller-Huerta,1,21.0,25677.00
Martin-Potter,1,3.0,16850.00
"Freeman, and Miller Gibson",1,6.0,4845.00
Allen-Tucker,1,24.0,42597.00
Brown-Perez,1,28.0,28372.00
"Edwards King Cooper, and",1,7.0,34069.00
"Miller Haynes and Berger,",1,8.0,26589.00
"Morgan and Peters Harper,",1,8.0,43308.00
Meza-Petty,1,8.0,19947.00
Flores-Wallace,1,21.0,46554.00
Wells-Mcbride,1,11.0,19281.00
Reynolds-White,1,4.0,8467.00
Mclaughlin-Lawrence,1,25.0,45609.00
"PLC Lozano",1,29.0,12611.00
Flores-Joseph,1,2.0,9643.00
Douglas-Curry,1,14.0,8551.00
"and Young, Dorsey Hill",1,13.0,34751.00
Rose-Williams,1,9.0,32817.00
"Mitchell LLC",1,13.0,3762.00
"Thomas, and Nichols Wood",1,29.0,12241.00
"and Newton, Ramirez Smith",1,1.0,38841.00
"Schaefer, Lopez Gallegos and",1,24.0,4498.00
"Keller and Barnett, Davis",1,24.0,47903.00
Mcintosh-Smith,1,15.0,6758.00
Boyd-Williams,1,23.0,25793.00
"Group Doyle",1,2.0,37693.00
"Ltd Gonzales",1,4.0,29238.00
Rose-Gibson,1,19.0,24716.00
"and Aguirre Sons",1,4.0,17950.00
Torres-Saunders,1,9.0,31869.00
Rose-Mcclain,1,12.0,8321.00
"Ochoa Garner, and Byrd",1,2.0,43108.00
"and Kirby Ballard Williams,",1,30.0,1800.00
Torres-Carroll,1,29.0,15534.00
Leach-Reyes,1,14.0,29143.00
"and Sons Lawson",1,29.0,31266.00
"and Sons Nguyen",1,10.0,8317.00
"and Johnson Atkinson Johnson,",1,6.0,14161.00
"Holmes Group",1,1.0,32394.00
"Weber, Barnes Morris and",1,21.0,34663.00
Reed-Burgess,1,7.0,3052.00
"Villegas, Walker and Jones",1,16.0,37031.00
"and Jones, Brown Anderson",1,6.0,29593.00
Sanchez-Hill,1,8.0,35192.00
"Sutton Meyer, Rogers and",1,28.0,5926.00
"Morris, and Harrison Solomon",1,3.0,36224.00
"and Simmons Benson Moore,",1,7.0,23454.00
"Gibbs Inc",1,7.0,26959.00
Collier-Smith,1,2.0,9418.00
Haas-Lopez,1,28.0,4207.00
"and Shaffer, Oconnor Allison",1,27.0,20497.00
"Williams, and Dean Smith",1,23.0,24769.00
"Morris, White and Davis",1,19.0,22324.00
Nichols-Johnston,1,15.0,16471.00
"Sanchez Vang, Navarro and",1,16.0,4756.00
"and Thomas, Sampson Brown",1,29.0,7270.00
Carrillo-Mueller,1,18.0,1714.00
Perez-Cervantes,1,28.0,19919.00
Roberson-Best,1,28.0,15421.00
Alexander-Soto,1,7.0,6968.00
"Woods PLC",1,18.0,34206.00
"Snyder PLC",1,2.0,50235.00
Mclaughlin-Sanford,1,7.0,21710.00
"Kane Johnson, and Mayer",1,12.0,48783.00
Humphrey-Castillo,1,8.0,31276.00
Dunn-Cook,1,3.0,41711.00
"LLC Lowe",1,13.0,9395.00
"Rosario Larson, Allen and",1,4.0,12093.00
Deleon-Foley,1,4.0,36187.00
Bird-Johnson,1,16.0,14138.00
"and Herring Clark, Dorsey",1,8.0,47780.00
Lewis-Reyes,1,27.0,43590.00
"PLC Hart",1,5.0,24084.00
"Wright Mccarty, Gonzalez and",1,19.0,40238.00
Craig-Fisher,1,3.0,43432.00
"and Rivera Mosley Torres,",1,12.0,17353.00
"Ltd Archer",1,1.0,23845.00
"Morrison Zimmerman, and Graves",1,29.0,38194.00
"Gates Price, Wheeler and",1,27.0,12182.00
"Baker Ltd",1,28.0,26150.00
"and Davis, Saunders Smith",1,11.0,45279.00
"Martinez and Rodriguez, Lozano",1,10.0,11435.00
"Ltd Rollins",1,15.0,7221.00
"Group Mckee",1,9.0,11758.00
"and Sons Rivera",1,15.0,4527.00
"Thomas and Braun Gordon,",1,6.0,26697.00
