id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
8919,5,2,2,Yes,High,Medium
8920,2,4,4,No,Medium,High
8921,1,5,5,Yes,Low,High
8922,5,2,2,Yes,High,Medium
8923,2,5,5,Yes,Medium,High
8924,3,3,3,No,Medium,Medium
8925,5,1,1,Yes,High,Low
8926,3,5,5,Yes,Medium,High
8927,4,3,3,Yes,High,Medium
8928,5,2,2,Yes,High,Medium
8929,2,2,2,No,Medium,Medium
8930,5,4,4,Yes,High,High
8931,1,4,4,Yes,Low,High
8932,3,3,3,Yes,Medium,Medium
8933,5,5,5,Yes,High,High
8934,3,3,3,No,Medium,Medium
8935,5,1,1,Yes,High,Low
8936,2,5,5,Yes,Medium,High
8937,4,5,5,Yes,High,High
8938,3,2,2,Yes,Medium,Medium
8939,1,1,1,Yes,Low,Low
8940,5,5,5,Yes,High,High
8941,2,2,2,No,Medium,Medium
8942,4,3,3,Yes,High,Medium
8943,5,5,5,Yes,High,High
8944,2,3,3,Yes,Medium,Medium
8945,5,4,4,Yes,High,High
8946,3,5,5,Yes,Medium,High
8947,1,2,2,Yes,Low,Medium
8948,5,5,5,Yes,High,High
8949,3,1,1,Yes,Medium,Low
8950,2,3,3,No,Medium,Medium
8951,2,5,5,Yes,Medium,High
8952,4,3,3,No,High,Medium
8953,4,5,5,Yes,High,High
8954,3,2,2,Yes,Medium,Medium
8955,5,4,4,No,High,High
8956,3,3,3,Yes,Medium,Medium
8957,1,1,1,Yes,Low,Low
8958,5,5,5,Yes,High,High
8959,5,2,2,Yes,High,Medium
8960,2,4,4,No,Medium,High
8961,1,5,5,Yes,Low,High
8962,5,2,2,Yes,High,Medium
8963,2,5,5,Yes,Medium,High
8964,3,3,3,No,Medium,Medium
8965,5,1,1,Yes,High,Low
8966,3,5,5,Yes,Medium,High
8967,4,3,3,Yes,High,Medium
8968,5,2,2,Yes,High,Medium
8969,2,2,2,No,Medium,Medium
8970,5,4,4,Yes,High,High
8971,1,4,4,Yes,Low,High
8972,3,3,3,Yes,Medium,Medium
8973,5,5,5,Yes,High,High
8974,3,3,3,No,Medium,Medium
8975,5,1,1,Yes,High,Low
8976,2,5,5,Yes,Medium,High
8977,4,5,5,Yes,High,High
8978,3,2,2,Yes,Medium,Medium
8979,1,1,1,Yes,Low,Low
8980,5,5,5,Yes,High,High
8981,2,2,2,No,Medium,Medium
8982,4,3,3,Yes,High,Medium
8983,5,5,5,Yes,High,High
8984,2,3,3,Yes,Medium,Medium
8985,5,4,4,Yes,High,High
8986,3,5,5,Yes,Medium,High
8987,1,2,2,Yes,Low,Medium
8988,5,5,5,Yes,High,High
8989,3,1,1,Yes,Medium,Low
8990,2,3,3,No,Medium,Medium
8991,2,5,5,Yes,Medium,High
8992,4,3,3,No,High,Medium
8993,4,5,5,Yes,High,High
8994,3,2,2,Yes,Medium,Medium
8995,5,4,4,No,High,High
8996,3,3,3,Yes,Medium,Medium
8997,1,1,1,Yes,Low,Low
8998,5,5,5,Yes,High,High
8999,5,2,2,Yes,High,Medium
9000,2,4,4,No,Medium,High
9001,1,5,5,Yes,Low,High
9002,5,2,2,Yes,High,Medium
9003,2,5,5,Yes,Medium,High
9004,3,3,3,No,Medium,Medium
9006,5,5,5,Yes,High,High
9007,3,3,3,Yes,Medium,Medium
9008,4,2,2,Yes,High,Medium
9009,5,2,2,No,High,Medium
9010,2,4,4,Yes,Medium,High
9011,5,4,4,Yes,High,High
9012,1,3,3,Yes,Low,Medium
9013,3,5,5,Yes,Medium,High
9014,5,3,3,No,High,Medium
9015,3,1,1,Yes,Medium,Low
9016,5,5,5,Yes,High,High
9017,2,5,5,Yes,Medium,High
9018,4,2,2,Yes,High,Medium
9019,3,1,1,Yes,Medium,Low
9020,1,5,5,Yes,Low,High
9021,5,2,2,No,High,Medium
9022,2,3,3,Yes,Medium,Medium
9037,3,5,4,Yes,Medium,High
9038,1,3,5,Yes,Low,Medium
9039,5,4,2,Yes,High,High
9040,5,5,5,Yes,High,High
9041,2,2,1,Yes,Medium,Medium
9042,1,5,3,Yes,Low,High
9043,5,1,5,Yes,High,Low
9044,2,3,3,Yes,Medium,Medium
9045,3,5,5,Yes,Medium,High
9046,5,3,2,Yes,High,Medium
9047,3,5,4,Yes,Medium,High
9048,4,2,3,Yes,High,Medium
9049,5,4,1,Yes,High,High
9050,2,3,5,Yes,Medium,Medium
9051,5,1,2,Yes,High,Low
9052,1,5,4,Yes,Low,High
9053,3,2,5,Yes,Medium,Medium
9054,5,4,2,Yes,High,High
9055,3,5,5,Yes,Medium,High
9056,5,2,3,Yes,High,Medium
9057,2,5,1,Yes,Medium,High
9058,4,3,5,Yes,High,Medium
9059,3,1,3,Yes,Medium,Low
9060,1,5,2,Yes,Low,High
9061,5,3,2,Yes,High,Medium
9062,2,2,4,Yes,Medium,Medium
9063,4,2,4,Yes,High,Medium
9064,5,4,3,Yes,High,High
9065,2,4,5,Yes,Medium,High
9066,5,3,3,Yes,High,Medium
9067,3,5,1,Yes,Medium,High
9068,1,3,5,Yes,Low,Medium
9069,5,1,5,Yes,High,Low
9070,3,5,2,Yes,Medium,High
9071,2,5,1,Yes,Medium,High
9072,2,2,5,Yes,Medium,Medium
9073,4,1,2,Yes,High,Low
9074,4,5,3,Yes,High,High
9075,3,2,5,Yes,Medium,Medium
9076,5,3,3,Yes,High,Medium
9077,3,5,4,Yes,Medium,High
9078,1,3,5,Yes,Low,Medium
9079,5,4,2,Yes,High,High
9080,5,5,5,Yes,High,High
9081,2,2,1,Yes,Medium,Medium
9082,1,5,3,Yes,Low,High
9083,5,1,5,Yes,High,Low
9084,2,3,3,Yes,Medium,Medium
9085,3,5,5,Yes,Medium,High
9086,5,3,2,Yes,High,Medium
9087,3,5,4,Yes,Medium,High
9088,4,2,3,Yes,High,Medium
9089,5,4,1,Yes,High,High
9090,2,3,5,Yes,Medium,Medium
9091,5,1,2,Yes,High,Low
9092,1,5,4,Yes,Low,High
9093,3,2,5,Yes,Medium,Medium
9094,5,4,2,Yes,High,High
9095,3,5,5,Yes,Medium,High
9096,5,2,3,Yes,High,Medium
9097,2,5,1,Yes,Medium,High
9098,4,3,5,Yes,High,Medium
9099,3,1,3,Yes,Medium,Low
9100,1,5,2,Yes,Low,High
9101,5,3,2,Yes,High,Medium
9102,2,2,4,Yes,Medium,Medium
9103,4,2,4,Yes,High,Medium
9104,5,4,3,Yes,High,High
9105,2,4,5,Yes,Medium,High
9106,5,3,3,Yes,High,Medium
9107,3,5,1,Yes,Medium,High
9108,1,3,5,Yes,Low,Medium
9109,5,1,5,Yes,High,Low
9110,3,5,2,Yes,Medium,High
9111,2,5,1,Yes,Medium,High
9112,2,2,5,Yes,Medium,Medium
9113,4,1,2,Yes,High,Low
9114,4,5,3,Yes,High,High
9115,3,2,5,Yes,Medium,Medium
9116,5,3,3,Yes,High,Medium
9117,3,5,4,Yes,Medium,High
9118,1,3,5,Yes,Low,Medium
9119,5,4,2,Yes,High,High
9120,5,5,5,Yes,High,High
9121,2,2,1,Yes,Medium,Medium
9122,1,5,3,Yes,Low,High
9123,5,1,5,Yes,High,Low
9124,2,3,3,Yes,Medium,Medium
9125,3,5,5,Yes,Medium,High
9126,5,3,2,Yes,High,Medium
9127,3,5,4,Yes,Medium,High
9128,4,2,3,Yes,High,Medium
9129,5,4,1,Yes,High,High
9130,2,3,5,Yes,Medium,Medium
9131,5,1,2,Yes,High,Low
9132,1,5,4,Yes,Low,High
9133,3,2,5,Yes,Medium,Medium
9134,5,4,2,Yes,High,High
9135,3,5,5,Yes,Medium,High
9136,5,2,3,Yes,High,Medium
9137,2,5,1,Yes,Medium,High
9138,4,3,5,Yes,High,Medium
9139,3,1,3,Yes,Medium,Low
9140,1,5,2,Yes,Low,High
9141,5,3,2,Yes,High,Medium
9142,2,2,4,Yes,Medium,Medium
9143,4,2,4,Yes,High,Medium
9144,5,4,3,Yes,High,High
9145,2,4,5,Yes,Medium,High
9146,5,3,3,Yes,High,Medium
9147,3,5,1,Yes,Medium,High
9148,1,3,5,Yes,Low,Medium
9149,5,1,5,Yes,High,Low
9150,3,5,2,Yes,Medium,High
9151,2,5,1,Yes,Medium,High
9152,2,2,5,Yes,Medium,Medium
9153,4,1,2,Yes,High,Low
9154,4,5,3,Yes,High,High
9155,3,2,5,Yes,Medium,Medium
9156,5,3,3,Yes,High,Medium
9157,3,5,4,Yes,Medium,High
9158,1,3,5,Yes,Low,Medium
9159,5,4,2,Yes,High,High
9160,5,5,5,Yes,High,High
9161,2,2,1,Yes,Medium,Medium
9162,1,5,3,Yes,Low,High
9163,5,1,5,Yes,High,Low
9164,2,3,3,Yes,Medium,Medium
9165,3,5,5,Yes,Medium,High
9167,5,5,4,Yes,High,High
9168,3,2,3,Yes,Medium,Medium
9169,4,4,1,Yes,High,High
9170,5,3,5,Yes,High,Medium
9171,2,1,2,Yes,Medium,Low
9172,5,5,4,Yes,High,High
9173,1,2,5,Yes,Low,Medium
9174,3,4,2,Yes,Medium,High
9175,5,5,5,Yes,High,High
9176,3,2,3,Yes,Medium,Medium
9177,5,5,1,Yes,High,High
9178,2,3,5,Yes,Medium,Medium
9179,4,1,3,Yes,High,Low
9180,3,5,2,Yes,Medium,High
9181,1,3,2,Yes,Low,Medium
9182,5,2,4,Yes,High,Medium
9183,2,2,4,Yes,Medium,Medium
9184,4,4,3,Yes,High,High
9185,5,4,5,Yes,High,High
9186,2,3,3,Yes,Medium,Medium
9187,5,5,1,Yes,High,High
9188,3,3,5,Yes,Medium,Medium
9189,1,1,5,Yes,Low,Low
9190,5,5,2,Yes,High,High
9191,3,5,1,Yes,Medium,High
9192,2,2,5,Yes,Medium,Medium
9193,2,1,2,Yes,Medium,Low
9194,4,5,3,Yes,High,High
9200,5,3,4,No,High,Medium
9201,3,4,3,No,Medium,High
9202,4,5,2,No,High,High
9203,5,3,4,No,High,Medium
9204,2,5,1,No,Medium,High
9205,5,2,5,No,High,Medium
9206,1,4,3,No,Low,High
9207,3,3,2,No,Medium,Medium
9208,5,1,3,No,High,Low
9209,3,5,3,No,Medium,High
9210,5,3,4,No,High,Medium
9211,2,2,5,No,Medium,Medium
9212,4,5,3,No,High,High
9213,3,4,2,No,Medium,High
9214,1,5,1,No,Low,High
9215,5,4,5,No,High,High
9216,2,2,4,No,Medium,Medium
9217,4,5,4,No,High,High
9218,5,1,5,No,High,Low
9219,2,4,4,No,Medium,High
9220,5,5,1,No,High,High
9221,3,3,3,No,Medium,Medium
9222,1,5,5,No,Low,High
9223,5,4,4,No,High,High
9224,3,3,2,No,Medium,Medium
9225,2,3,4,No,Medium,Medium
9226,2,2,3,No,Medium,Medium
9227,4,5,4,No,High,High
9228,4,1,2,No,High,Low
9229,3,4,5,No,Medium,High
9230,5,5,4,No,High,High
9231,3,3,4,No,Medium,Medium
9232,1,2,5,No,Low,Medium
9233,5,5,1,No,High,High
9234,5,1,2,No,High,Low
9235,2,3,3,No,Medium,Medium
9236,1,5,4,No,Low,High
9237,5,4,3,No,High,High
9238,2,2,4,No,Medium,Medium
9239,3,3,2,No,Medium,Medium
9240,5,5,5,No,High,High
9241,3,3,3,No,Medium,Medium
9242,4,4,4,No,High,High
9243,5,5,5,No,High,High
9244,2,2,2,No,Medium,Medium
9245,5,5,5,No,High,High
9246,1,1,1,No,Low,Low
9247,3,3,3,No,Medium,Medium
9248,5,5,5,No,High,High
9249,3,3,3,No,Medium,Medium
9250,5,5,5,No,High,High
9251,2,2,2,No,Medium,Medium
9252,4,4,4,No,High,High
9253,3,3,3,No,Medium,Medium
9254,1,1,1,No,Low,Low
9255,5,5,5,No,High,High
9256,2,2,2,No,Medium,Medium
9257,4,4,4,No,High,High
9258,5,5,5,No,High,High
9259,2,2,2,No,Medium,Medium
9260,5,5,5,No,High,High
9261,3,3,3,No,Medium,Medium
9262,1,1,1,No,Low,Low
9263,5,5,5,No,High,High
9264,3,3,3,No,Medium,Medium
9265,2,2,2,No,Medium,Medium
9266,2,2,2,No,Medium,Medium
9267,4,4,4,No,High,High
9268,4,4,4,No,High,High
9269,3,3,3,No,Medium,Medium
9270,5,5,5,No,High,High
9271,3,3,3,No,Medium,Medium
9272,1,1,1,No,Low,Low
9273,5,5,5,No,High,High
9274,5,5,5,No,High,High
9275,2,2,2,No,Medium,Medium
9276,1,1,1,No,Low,Low
9277,5,5,5,No,High,High
9278,2,2,2,No,Medium,Medium
9279,3,3,3,No,Medium,Medium
9280,5,5,5,No,High,High
9281,3,3,3,No,Medium,Medium
9282,4,4,4,No,High,High
9283,5,5,5,No,High,High
9284,2,2,2,No,Medium,Medium
9285,5,5,5,No,High,High
9286,1,1,1,No,Low,Low
9287,3,3,3,No,Medium,Medium
9288,5,5,5,No,High,High
9289,3,3,3,No,Medium,Medium
9290,5,5,5,No,High,High
9291,2,2,2,No,Medium,Medium
9292,4,4,4,No,High,High
9293,3,3,3,No,Medium,Medium
9294,1,1,1,No,Low,Low
9295,5,5,5,No,High,High
9296,2,2,2,No,Medium,Medium
9297,4,4,4,No,High,High
9298,5,5,5,No,High,High
9299,2,2,2,Yes,Medium,Medium
9300,5,5,5,Yes,High,High
9301,3,3,3,Yes,Medium,Medium
9302,1,1,1,Yes,Low,Low
9303,5,5,5,Yes,High,High
9304,3,3,3,Yes,Medium,Medium
9305,2,2,2,Yes,Medium,Medium
9306,2,2,2,No,Medium,Medium
9307,4,4,4,No,High,High
9308,4,4,4,No,High,High
9309,3,3,3,No,Medium,Medium
9310,5,5,5,No,High,High
9311,3,3,3,No,Medium,Medium
9312,1,1,1,No,Low,Low
9313,5,5,5,No,High,High
9314,5,5,5,No,High,High
9315,2,2,2,No,Medium,Medium
9316,1,1,1,No,Low,Low
9317,5,5,5,No,High,High
9318,2,2,2,No,Medium,Medium
9319,3,3,3,No,Medium,Medium
9320,5,5,5,No,High,High
9321,3,3,3,No,Medium,Medium
9322,4,4,4,No,High,High
9323,5,5,5,No,High,High
9324,2,2,2,No,Medium,Medium
9325,5,5,5,No,High,High
9326,1,1,1,No,Low,Low
9327,3,3,3,No,Medium,Medium
9328,5,5,5,No,High,High
9329,3,3,3,No,Medium,Medium
9330,5,5,5,No,High,High
9331,2,2,2,No,Medium,Medium
9332,4,4,4,No,High,High
9333,3,3,3,No,Medium,Medium
9334,1,1,1,No,Low,Low
9335,5,5,5,No,High,High
9336,2,2,2,No,Medium,Medium
9337,4,4,4,No,High,High
9338,5,5,5,No,High,High
9339,2,2,2,No,Medium,Medium
9340,5,5,5,No,High,High
9341,3,3,3,No,Medium,Medium
9342,1,1,1,No,Low,Low
9343,5,5,5,No,High,High
9344,3,3,3,No,Medium,Medium
9345,2,2,2,No,Medium,Medium
9346,2,2,2,No,Medium,Medium
9347,4,4,4,No,High,High
9348,4,4,4,No,High,High
9349,3,3,3,No,Medium,Medium
9350,5,5,5,No,High,High
9351,3,3,3,No,Medium,Medium
9352,1,1,1,No,Low,Low
9353,5,5,5,No,High,High
9354,5,5,5,No,High,High
9355,2,2,2,No,Medium,Medium
9356,1,1,1,No,Low,Low
9357,5,5,5,No,High,High
9358,2,2,2,No,Medium,Medium
9359,3,3,3,No,Medium,Medium
9360,5,5,5,No,High,High
9361,3,3,3,No,Medium,Medium
9362,4,4,4,No,High,High
9363,5,5,5,No,High,High
9364,2,2,2,No,Medium,Medium
9365,5,5,5,No,High,High
9366,1,1,1,No,Low,Low
9367,3,3,3,No,Medium,Medium
9368,5,5,5,No,High,High
9369,3,3,3,No,Medium,Medium
9370,5,5,5,No,High,High
9371,2,2,2,No,Medium,Medium
9372,4,4,4,No,High,High
9373,3,3,3,No,Medium,Medium
9374,1,1,1,No,Low,Low
9375,5,5,5,No,High,High
9376,2,2,2,No,Medium,Medium
9377,4,4,4,No,High,High
9378,5,5,5,No,High,High
9379,2,2,2,No,Medium,Medium
9380,5,5,5,No,High,High
9381,3,3,3,No,Medium,Medium
9382,1,1,1,No,Low,Low
9383,5,5,5,No,High,High
9384,3,3,3,No,Medium,Medium
9385,2,2,2,No,Medium,Medium
9386,2,2,2,No,Medium,Medium
9387,4,4,4,No,High,High
9388,4,4,4,No,High,High
9389,3,3,3,No,Medium,Medium
9390,5,5,5,No,High,High
9391,3,3,3,No,Medium,Medium
9392,1,1,1,No,Low,Low
9393,5,5,5,No,High,High
9394,5,5,5,No,High,High
9395,2,2,2,No,Medium,Medium
9396,1,1,1,No,Low,Low
9397,5,5,5,No,High,High
9398,2,2,2,No,Medium,Medium
9399,3,3,3,No,Medium,Medium
9400,5,5,5,No,High,High
9401,3,3,3,No,Medium,Medium
9402,4,4,4,No,High,High
9403,5,5,5,No,High,High
9404,2,2,2,No,Medium,Medium
9405,5,5,5,No,High,High
9406,1,1,1,No,Low,Low
9407,3,3,3,No,Medium,Medium
9408,5,5,5,No,High,High
9409,3,3,3,No,Medium,Medium
9410,5,5,5,No,High,High
9411,2,2,2,No,Medium,Medium
9412,4,4,4,No,High,High
9413,3,3,3,No,Medium,Medium
9414,1,1,1,No,Low,Low
9415,5,5,5,No,High,High
9416,2,2,2,No,Medium,Medium
9417,4,4,4,No,High,High
9418,5,5,5,No,High,High
9419,2,2,2,No,Medium,Medium
9420,5,5,5,No,High,High
9421,3,3,3,No,Medium,Medium
9422,1,1,1,No,Low,Low
9423,5,5,5,No,High,High
9424,3,3,3,No,Medium,Medium
9425,2,2,2,No,Medium,Medium
9426,2,2,2,No,Medium,Medium
9427,4,4,4,No,High,High
9428,4,4,4,No,High,High
9429,3,3,3,No,Medium,Medium
9430,5,5,5,No,High,High
9431,3,3,3,No,Medium,Medium
9432,1,1,1,No,Low,Low
9433,5,5,5,No,High,High
9434,5,5,5,No,High,High
9435,2,2,2,No,Medium,Medium
9436,1,1,1,No,Low,Low
9437,5,5,5,No,High,High
9438,2,2,2,No,Medium,Medium
9439,3,3,3,No,Medium,Medium
9440,5,5,5,No,High,High
9441,3,3,3,No,Medium,Medium
9442,4,4,4,No,High,High
9443,5,5,5,No,High,High
9444,2,2,2,No,Medium,Medium
9445,5,5,5,No,High,High
9446,1,1,1,No,Low,Low
9447,3,3,3,No,Medium,Medium
9448,5,5,5,No,High,High
9449,3,3,3,No,Medium,Medium
9450,5,5,5,No,High,High
9451,2,2,2,No,Medium,Medium
9452,4,4,4,No,High,High
9453,3,3,3,No,Medium,Medium
9454,1,1,1,No,Low,Low
9455,5,5,5,No,High,High
9456,2,2,2,No,Medium,Medium
9457,4,4,4,No,High,High
9458,5,5,5,No,High,High
9459,2,2,2,No,Medium,Medium
9460,5,5,5,No,High,High
9461,3,3,3,No,Medium,Medium
9462,1,1,1,No,Low,Low
9463,5,5,5,No,High,High
9464,3,3,3,No,Medium,Medium
9465,2,2,2,No,Medium,Medium
9466,2,2,2,No,Medium,Medium
9467,4,4,4,No,High,High
9468,4,4,4,No,High,High
9469,3,3,3,No,Medium,Medium
9470,5,5,5,No,High,High
9471,3,3,3,No,Medium,Medium
9472,1,1,1,No,Low,Low
9473,5,5,5,No,High,High
9474,5,5,5,No,High,High
9475,2,2,2,No,Medium,Medium
9476,1,1,1,No,Low,Low
9477,5,5,5,No,High,High
9478,2,2,2,No,Medium,Medium
9479,3,3,3,No,Medium,Medium
9480,5,5,5,No,High,High
9481,3,3,3,No,Medium,Medium
9482,4,4,4,No,High,High
9483,5,5,5,No,High,High
9484,2,2,2,No,Medium,Medium
9485,5,5,5,No,High,High
9486,1,1,1,No,Low,Low
9487,3,3,3,No,Medium,Medium
9488,5,5,5,No,High,High
9489,3,3,3,No,Medium,Medium
9490,5,5,5,No,High,High
9491,2,2,2,No,Medium,Medium
9492,4,4,4,No,High,High
9493,3,3,3,No,Medium,Medium
9494,1,1,1,No,Low,Low
9495,5,5,5,No,High,High
9496,2,2,2,No,Medium,Medium
9497,4,4,4,No,High,High
9498,5,5,5,No,High,High
9499,2,2,2,No,Medium,Medium
9500,5,5,5,No,High,High
9501,3,3,3,No,Medium,Medium
9502,1,1,1,No,Low,Low
9503,5,5,5,No,High,High
9504,3,3,3,No,Medium,Medium
9505,2,2,2,No,Medium,Medium
9506,2,2,2,No,Medium,Medium
9507,4,4,4,No,High,High
9508,4,4,4,No,High,High
9509,3,3,3,No,Medium,Medium
9510,5,5,5,No,High,High
9511,3,3,3,No,Medium,Medium
9512,1,1,1,No,Low,Low
9513,5,5,5,No,High,High
9514,5,5,5,No,High,High
9515,2,2,2,No,Medium,Medium
9516,1,1,1,No,Low,Low
9517,5,5,5,No,High,High
9518,2,2,2,No,Medium,Medium
9519,3,3,3,No,Medium,Medium
9543,5,5,5,No,High,High
9544,3,3,3,No,Medium,Medium
9545,4,2,2,No,High,Medium
9546,5,2,2,No,High,Medium
9547,2,4,4,No,Medium,High
9548,5,4,4,No,High,High
9549,1,3,3,No,Low,Medium
9550,3,5,5,No,Medium,High
9551,5,3,3,No,High,Medium
9552,3,1,1,No,Medium,Low
9553,5,5,5,No,High,High
9554,2,5,5,No,Medium,High
9555,4,2,2,No,High,Medium
9556,3,1,1,No,Medium,Low
9557,1,5,5,No,Low,High
9558,5,2,2,No,High,Medium
9559,2,3,3,No,Medium,Medium
9561,5,5,5,No,High,High
9562,2,3,3,No,Medium,Medium
9563,5,4,4,No,High,High
9564,3,5,5,No,Medium,High
9565,1,2,2,No,Low,Medium
9566,5,5,5,No,High,High
9567,3,1,1,No,Medium,Low
9568,2,3,3,No,Medium,Medium
9569,2,5,5,No,Medium,High
9570,4,3,3,No,High,Medium
9571,4,5,5,No,High,High
9572,3,2,2,No,Medium,Medium
9573,5,4,4,No,High,High
9574,3,3,3,No,Medium,Medium
9575,1,1,1,No,Low,Low
9576,5,5,5,No,High,High
9577,5,2,2,No,High,Medium
9578,2,4,4,No,Medium,High
9579,1,5,5,No,Low,High
9580,5,2,2,No,High,Medium
9581,2,5,5,No,Medium,High
9582,3,3,3,No,Medium,Medium
9583,5,1,1,No,High,Low
9584,3,5,5,No,Medium,High
9585,4,3,3,No,High,Medium
9586,5,2,2,No,High,Medium
9587,2,2,2,No,Medium,Medium
9588,5,4,4,No,High,High
9589,1,4,4,No,Low,High
9590,3,3,3,No,Medium,Medium
9591,5,5,5,No,High,High
9592,3,3,3,No,Medium,Medium
9593,5,1,1,No,High,Low
9594,2,5,5,No,Medium,High
9595,4,5,5,No,High,High
9596,3,2,2,No,Medium,Medium
9597,1,1,1,No,Low,Low
9598,5,5,5,No,High,High
9599,2,2,2,No,Medium,Medium
9600,4,3,3,No,High,Medium
9601,5,5,5,No,High,High
9602,2,3,3,No,Medium,Medium
9603,5,4,4,No,High,High
9604,3,5,5,No,Medium,High
9605,1,2,2,No,Low,Medium
9606,5,5,5,No,High,High
9607,3,1,1,No,Medium,Low
9608,2,3,3,No,Medium,Medium
9609,2,5,5,No,Medium,High
9610,4,3,3,No,High,Medium
9611,4,5,5,No,High,High
9612,3,2,2,No,Medium,Medium
9613,5,4,4,No,High,High
9614,3,3,3,No,Medium,Medium
9615,1,1,1,No,Low,Low
9616,5,5,5,No,High,High
9617,5,2,2,No,High,Medium
9618,2,4,4,No,Medium,High
9619,1,5,5,No,Low,High
9620,5,2,2,No,High,Medium
9621,2,5,5,No,Medium,High
9622,3,3,3,No,Medium,Medium
9623,5,1,1,No,High,Low
9624,3,5,5,No,Medium,High
9625,4,3,3,No,High,Medium
9626,5,2,2,No,High,Medium
9627,2,2,2,No,Medium,Medium
9628,5,4,4,No,High,High
9629,1,4,4,No,Low,High
9630,3,3,3,No,Medium,Medium
9631,5,5,5,No,High,High
9632,3,3,3,No,Medium,Medium
9633,5,1,1,No,High,Low
9634,2,5,5,No,Medium,High
9635,4,5,5,No,High,High
9636,3,2,2,No,Medium,Medium
9637,1,1,1,No,Low,Low
9638,5,5,5,No,High,High
9639,2,2,2,No,Medium,Medium
9640,4,3,3,No,High,Medium
9641,5,5,5,No,High,High
9642,2,3,3,No,Medium,Medium
9643,5,4,4,No,High,High
9644,3,5,5,No,Medium,High
9645,1,2,2,No,Low,Medium
9646,5,5,5,No,High,High
9647,3,1,1,No,Medium,Low
9648,2,3,3,No,Medium,Medium
9649,2,5,5,No,Medium,High
9650,4,3,3,Yes,High,Medium
9651,4,5,5,Yes,High,High
9652,3,2,2,Yes,Medium,Medium
9653,5,4,4,Yes,High,High
9654,3,3,3,Yes,Medium,Medium
9655,1,1,1,Yes,Low,Low
9656,5,5,5,Yes,High,High
9657,5,2,2,Yes,High,Medium
9658,2,4,4,Yes,Medium,High
9659,1,5,5,Yes,Low,High
9660,5,2,2,Yes,High,Medium
9661,2,5,5,No,Medium,High
9662,3,3,3,No,Medium,Medium
9663,5,1,1,No,High,Low
9664,3,5,5,No,Medium,High
9665,4,3,3,No,High,Medium
9666,5,2,2,No,High,Medium
9667,2,2,2,No,Medium,Medium
9668,5,4,4,No,High,High
9669,1,4,4,No,Low,High
9670,3,3,3,No,Medium,Medium
9671,5,5,5,No,High,High
9672,3,3,3,No,Medium,Medium
9673,5,1,1,No,High,Low
9674,2,5,5,No,Medium,High
9675,4,5,5,No,High,High
9676,3,2,2,No,Medium,Medium
9677,1,1,1,No,Low,Low
9678,5,5,5,No,High,High
9679,2,2,2,No,Medium,Medium
9680,4,3,3,No,High,Medium
9681,5,5,5,No,High,High
9682,2,3,3,No,Medium,Medium
9683,5,4,4,No,High,High
9684,3,5,5,No,Medium,High
9685,1,2,2,No,Low,Medium
9686,5,5,5,No,High,High
9687,3,1,1,No,Medium,Low
9688,2,3,3,No,Medium,Medium
9689,2,5,5,No,Medium,High
9690,4,3,3,No,High,Medium
9691,4,5,5,No,High,High
9692,3,2,2,No,Medium,Medium
9693,5,4,4,No,High,High
9694,3,3,3,No,Medium,Medium
9695,1,1,1,No,Low,Low
9696,5,5,5,No,High,High
9697,5,2,2,No,High,Medium
9698,2,4,4,No,Medium,High
9699,1,5,5,No,Low,High
9700,5,2,2,No,High,Medium
9701,2,5,5,No,Medium,High
9702,3,3,3,No,Medium,Medium
9704,5,5,5,No,High,High
9705,3,3,3,No,Medium,Medium
9706,4,2,2,No,High,Medium
9707,5,2,2,No,High,Medium
9708,2,4,4,No,Medium,High
9709,5,4,4,No,High,High
9710,1,3,3,No,Low,Medium
9711,3,5,5,No,Medium,High
9712,5,3,3,No,High,Medium
9713,3,1,1,No,Medium,Low
9714,5,5,5,No,High,High
9715,2,5,5,No,Medium,High
9716,4,2,2,No,High,Medium
9717,3,1,1,No,Medium,Low
9718,1,5,5,No,Low,High
9719,5,2,2,No,High,Medium
9720,2,3,3,No,Medium,Medium
9735,3,5,4,No,Medium,High
9736,1,3,5,No,Low,Medium
9737,5,4,2,No,High,High
9738,5,5,5,No,High,High
9739,2,2,1,No,Medium,Medium
9740,1,5,3,No,Low,High
9741,5,1,5,No,High,Low
9742,2,3,3,No,Medium,Medium
9743,3,5,5,No,Medium,High
9744,5,3,2,No,High,Medium
9745,3,5,4,No,Medium,High
9746,4,2,3,No,High,Medium
9747,5,4,1,No,High,High
9748,2,3,5,No,Medium,Medium
9749,5,1,2,No,High,Low
9750,1,5,4,No,Low,High
9751,3,2,5,No,Medium,Medium
9752,5,4,2,No,High,High
9753,3,5,5,No,Medium,High
9754,5,2,3,No,High,Medium
9755,2,5,1,No,Medium,High
9756,4,3,5,No,High,Medium
9757,3,1,3,No,Medium,Low
9758,1,5,2,No,Low,High
9759,5,3,2,No,High,Medium
9760,2,2,4,No,Medium,Medium
9761,4,2,4,No,High,Medium
9762,5,4,3,No,High,High
9763,2,4,5,No,Medium,High
9764,5,3,3,No,High,Medium
9765,3,5,1,No,Medium,High
9766,1,3,5,No,Low,Medium
9767,5,1,5,No,High,Low
9768,3,5,2,No,Medium,High
9769,2,5,1,No,Medium,High
9770,2,2,5,No,Medium,Medium
